,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
628,628,Samsung,Samsung Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop ,133990,68.0,13th,10,12,16,LPDDR4x,Intel Core i7 1355U,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,13.3,Windows 11,1 Year Warranty
629,629,Samsung,Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop ,122990,72.0,13th,12,16,16,LPDDR4x,Intel Core i7 1360P,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
630,630,Samsung,Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop ,163990,80.0,13th,12,16,16,DDR5,Intel Core i7 1360P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,Yes,16,Windows 11,1 Year Warranty
631,631,Acer,Acer Swift 3 OLED SF314-71 NX.KAVSI.001 Laptop ,115999,68.0,12th,14,20,16,LPDDR5,Intel Core i7 12700H,1024.0,Intel Integrated Iris Xe, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
632,632,Dell,Dell Inspiron 15 3520 D560915WIN9S Laptop ,45890,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
633,633,HP,HP 245 G8 3S7L2PA Laptop ,24990,,3rd,2,4,4,DDR4,AMD Ryzen 3  3250U,1024.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
634,634,Lenovo,Lenovo V15 82KDA00YIH Laptop ,37760,,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
635,635,Lenovo,Lenovo V15 82KBA01KIH Laptop ,46499,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
636,636,HP,HP Omen 16-n0091AX Gaming Laptop ,104990,68.0,6th,8,16,16,DDR5,AMD Ryzen 7  6800H,512.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
637,637,Infinix,Infinix Zero Book Ultra Laptop ,84990,64.0,12th,14,20,16,LPDDR5,Intel Core i9 12900H,512.0,, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
638,638,Infinix,Infinix Zero Book Series ZL12 Laptop ,56990,60.0,12th,12,16,16,LPDDR5,Intel Core i5 12500H,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows,1 Year Warranty
639,639,Lenovo,Lenovo V15 ITL 82KBA03JIH Laptop ,36990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
640,640,Dell,Dell Inspiron 3520 D560869WIN9B Laptop ,41590,,12th,6,8,8,DDR4,Intel Core i3 1215U,256.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
641,641,HP,HP 15s-eq2213AU Laptop ,37990,,5th,4,8,8,DDR4,AMD Ryzen 3 5300U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows,
642,642,HP,HP Victus 16-d0310TX Gaming Laptop ,58990,71.0,11th,6,12,8,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
643,643,Asus,Asus Vivobook Pro 16X OLED N7601ZM-MQ931WS Gaming Laptop ,185000,89.0,12th,14,20,32,DDR5,Intel Core i9 12900H,1024.0,6 GB NVIDIA GeForce RTX 3060, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
644,644,HP,HP Envy x360 15-ew0037TU Laptop ,78490,69.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
645,645,Dell,Dell G15-5520 D560897WIN9S Laptop ,138900,77.0,12th,14,20,16,DDR5,Intel Core i9 12900H,1024.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
646,646,HP,HP Victus 16-d0311TX Gaming Laptop ,72495,73.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
647,647,HP,HP Victus 16-e0333TX Gaming Laptop ,90490,72.0,5th,6,12,16,DDR4,AMD Ryzen 5  5600H,512.0,6 GB NVIDIA GeForce RTX3060, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
648,648,Lenovo,Lenovo V15 82KBA01TIH Laptop ,49490,62.0,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
649,649,MSI,MSI Katana GF66 12UD Gaming Laptop ,94990,75.0,12th,14,20,16,DDR4,Intel Core i7 12700H,512.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
650,650,HP,HP Envy x360 15-ew0043TU 2-in-1 Laptop ,90490,70.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
651,651,HP,HP Envy x360 15-ew0047TU 2-in-1 Laptop ,107999,71.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Iris X Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
652,652,Apple,Apple MacBook Pro 16 inch Laptop ,229990,,,12,,16,,,512.0,19-core GPU, 3456 x 2234 ,No,16.2,Mac,1 Year Warranty
653,653,Apple,Apple MacBook Pro 14 inch Laptop ,229990,,,12,,16,,,1024.0,19-core GPU, 3024 x 1964 ,No,14.2,Mac,1 Year Warranty
654,654,Apple,Apple MacBook Pro 14 inch Laptop ,285490,61.0,,12,,32,,,1024.0,30-core GPU, 3024 x 1964 ,No,14.2,Mac,1 Year Warranty
655,655,HP,HP Pavilion Plus 14-eh0037TU Laptop ,82490,70.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,Intel Integrated Iris Xe, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
656,656,Samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop ,64990,62.0,12th,10,12,16,LPDDR4,Intel Core i5 1235U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
657,657,Lenovo,Lenovo V15 82KDA01UIH Laptop ,32990,,5th,4,8,8,DDR4,AMD Ryzen 3 5300U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
658,658,Lenovo,Lenovo V15 ITL G2 82KBA033IH Laptop ,37999,61.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
659,659,Dell,Dell Vostro 3425 D552308WIN9B Laptop ,39990,60.0,5th,4,8,8,DDR4,AMD Ryzen 3  5425U,256.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
660,660,HP,HP 245 G8 ‎6E3Z1PA Laptop ,31399,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,512.0,AMD Radeon Graphics, 1366 x 768 ,No,14,DOS,1 Year Warranty
661,661,MSI,MSI Modern 14 C12M-269IN Laptop ,42990,60.0,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
662,662,Dell,Dell Inspiron 5420 ICC-C782537WIN8 Laptop ,91958,67.0,12th,12,16,16,DDR4,Intel Core i5 1240P,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
663,663,Dell,Dell Inspiron 3520 Laptop ,60499,60.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
664,664,Chuwi,Chuwi CoreBook X Laptop ,33990,,12th,6,8,16,DDR4,Intel ‎Core i3 1215U,512.0,Intel HD Graphics, 2160 x 1440 ,No,14,Windows 11,1 Year Warranty
665,665,Dell,Dell Vostro 3420 Laptop ,65490,60.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
666,613,Dell,Dell Inspiron 3520 D560917WIN9S 2022 Laptop ,63600,,12th,10,12,8,DDR4,Intel Core i5 1235U,1024.0,2 GB NVIDIA MX550 Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,
667,667,HP,HP Envy x360 15-ew0040TU Laptop ,81990,66.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
668,668,HP,HP Envy x360 15-ew0043TU Laptop ,89490,64.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
669,669,HP,HP Envy x360 15-ew0048TU Laptop ,108990,72.0,12th,10,12,16,DDR4,Intel Core i7 1255U,1024.0,Intel Integrated Iris Xe, 2880 x 1800 ,Yes,15.6,Windows 11,1 Year Warranty
670,670,HP,HP Pavilion 14-ec1005AU Laptop ,56999,60.0,5th,6,12,16,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
671,671,HP,HP Pavilion 14-ec1005AU Laptop ,70490,62.0,12th,12,16,16,DDR4,Intel Core i5 1240P,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
672,672,HP,HP Envy x360 13-ay1064AU 2-in-1 Laptop ,94500,71.0,5th,8,16,16,DDR4,AMD Ryzen 7  5800U,512.0,AMD Radeon Graphic, 1920 x 1080 ,Yes,13.3,Windows 11,1 Year Warranty
673,673,Asus,Asus Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop ,72990,66.0,5th,6,12,16,DDR4,AMD Ryzen 5 5600H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
674,674,Asus,Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop ,211990,84.0,6th,8,16,16,DDR5,AMD Ryzen 9  6900HS​,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
675,675,MSI,MSI Modern 14 C12M Laptop ,51990,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
676,676,MSI,MSI Modern 15 B12M Laptop ,64990,61.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
677,677,MSI,MSI Modern 15 B12M Laptop ,54990,61.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
678,678,Samsung,Samsung Galaxy Book 2 Go Laptop ,49999,,3rd,8,,4,LPDDR4x,Qualcomm Snapdragon 7c Plus,128.0,Qualcomm Adreno, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
679,679,Asus,Asus Vivobook Pro 15 K6502HCB-LP901WS Gaming Laptop ,84990,70.0,11th,8,16,16,,Intel Core i9 11900H,512.0,4 GB NVIDIA RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
680,680,HP,HP Pavilion x360 14-ek0137TU Laptop ,57990,65.0,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
681,681,HP,HP 240 G8 4K5D5PA Business Laptop ,38887,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated, 1366 x 768 ,No,14,DOS,1 Year Warranty
682,682,Lenovo,Lenovo E41-55 82FJ00B5IH Laptop ,18518,,3rd,2,2,4,DDR4,AMD Athlon  3050U,1024.0,AMD Radeon AMD, 1366 x 768 ,No,14,DOS,1 Year Warranty
683,683,Lenovo,Lenovo E41-55 82FJ00ALIH Laptop ,18417,,3rd,2,2,4,DDR4,AMD Athlon  3150U,1024.0,AMD Radeon AMD, 1366 x 768 ,No,14,DOS,1 Year Warranty
684,684,Lenovo,Lenovo E41-55 82FJ00BLIH Laptop ,19890,,3rd,2,2,4,DDR4,AMD Athlon  3050U,256.0,AMD Radeon AMD, 1366 x 768 ,No,14,Windows 10,1 Year Warranty
685,685,Lenovo,Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN Laptop ,66990,68.0,5th,6,12,16,,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
686,686,Dell,Dell Inspiron 5620 Laptop ,98500,68.0,12th,10,12,16,DDR4,Intel Core i7 1255U,512.0,2 GB NVIDIA GeForce MX570, 1920 x 1080 ,No,16,Windows 11 ,1 Year Warranty
687,687,Lenovo,Lenovo V14 Gen 2 ‎82C40019IX Laptop ,49000,,11th,4,8,8,,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
688,688,Asus,Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop ,87990,68.0,12th,12,16,16,LPDDR5,Intel Core i5 1240P,512.0,Intel Iris Xe, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
689,689,Ultimus,Ultimus S151 NU14U2INC43VN-CS Laptop ,19490,,,2,2,4,DDR4,,128.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,14.1,Windows 11,1 Year Warranty
690,690,Ultimus,Ultimus S151 NU14U2INC43VD-CS Laptop ,17490,,,2,2,4,DDR4,,128.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,14.1,DOS,1 Year Warranty
691,691,Ultimus,Ultimus S152 NU15U2INC44VN-SG Laptop ,22490,,,2,2,4,DDR4,,256.0,Intel Integrated UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
692,692,Acer,Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop ,39990,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
693,693,MSI,MSI Stealth GS66 12UGS-290IN Gaming Laptop ,195990,,12th,14,20,32,DDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1440 ,No,15.6,Windows 11,2 Year Warranty
694,694,HP,HP Envy x360 13-AY1065AU Laptop ,77990,64.0,5th,6,12,8,DDR4,AMD Ryzen 5  5600U,512.0,AMD Radeon, 1920 x 1080 ,Yes,13.3,Windows 11,1 Year Warranty
695,695,Acer,Acer Aspire 5 A515-57 Laptop ,57990,62.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphic, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
696,696,Lenovo,Lenovo IdeaPad Slim 3 82H802XXIN Laptop ,53900,62.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
697,697,Gigabyte,Gigabyte G5 KE RC55KE Laptop ,79990,73.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
698,698,Gigabyte,Gigabyte G5 GE RC55GE Laptop ,62990,65.0,12th,12,16,8,DDR4,Intel Core i5 12500H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
699,699,Gigabyte,Gigabyte G5 ME RC55ME Laptop ,69990,67.0,12th,12,16,16,DDR4,Intel Core i5 12500H,512.0,4 GB NVIDIA GeForce RTX 3050 TI, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
700,700,Dell,Dell Inspiron 7420 D560918WIN9S Laptop ,76490,66.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated UHD, 1920 x 1080 ,Yes,14,Windows 11,1 Year Warranty
701,701,HP,HP Envy x360 13-bf0085TU Laptop ,80800,62.0,12th,10,12,8,LPDDR4x,Intel Core i5 1230U,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,13.3,Windows 11,1 Year Warranty
702,702,Lenovo,Lenovo ThinkPad T14 20W0S1HU00 Laptop ,154999,68.0,11th,4,8,16,,Intel Core i7 1165G7,512.0,2 GB NVIDIA MX450, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
703,703,HP,HP 240 G8 689T7PA Business Laptop ,39749,,,,,8,DDR4,,512.0,,,No,,Linux,1 Year Warranty
704,704,Asus,Asus Eeebook 14 E410KA-BV092W Laptop ,24790,,,2,2,4,,,256.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
705,705,Lenovo,Lenovo ThinkPad E14 G3 20Y700B5IG Laptop ,74990,67.0,5th,8,16,16,DDR4,AMD Ryzen 7 5700U,512.0,AMD Raedon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
706,706,Lenovo,Lenovo V14 82KAA057IH Laptop ,37999,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
707,707,Acer,Acer Chromebook Enterprise Spin 513 R841LT-S6DJ Laptop ,111947,,2nd,8,,8,LPDDR4X,Qualcomm Snapdragon 7c,128.0,Qualcomm Adreno 618, 1920 x 1080 ,No,13.3,Chrome,1 Year Warranty
708,708,Asus,Asus VivoBook 15 X1500EA-EJ701W Laptop ,64900,62.0,11th,4,8,16,DDR4,Intel Core i7 1165G7,512.0,Intel Iris Xe Graphics , 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
709,709,Dell,Dell Inspiron 3520 D560878WIN9S Laptop ,61690,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
710,710,Lenovo,Lenovo Ideapad Slim 3 81WB01FYIN Laptop ,33990,,10th,2,4,8,DDR4,Intel Core i3 10110U,256.0,Intel Integrated, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
711,711,Asus,Asus Vivobook 14 OLED UX3402ZA-KN731WS Laptop ,104990,68.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,512.0,Intel Iris Xe, 2880 x 1800 ,Yes,14,Windows 11,1 Year Warranty
712,712,Dell,Dell Inspiron 3525 D560863WIN9B Laptop ,49490,61.0,5th,6,12,8,DDR4,AMD Ryzen 5  5625U,512.0,AMD Radeon Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
713,713,Asus,Asus TUF Gaming F15 FX506LHB-HN358W Gaming Laptop ,58990,62.0,10th,4,8,8,DDR4,Intel Core i5 10200H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
714,714,Dell,Dell Alienware X17 R1 D569936WIN9 Gaming Laptop ,297000,78.0,11th,8,16,32,DDR4,Intel Core i9 11980HK,1024.0,16 GB NVIDIA GEFORCE RTX 3080, 1920 x 1080 ,No,17.3,Windows 11,1 Year Warranty
715,715,Dell,Dell Vostro 3420 D552278WIN9S Laptop ,39490,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
716,716,Lenovo,Lenovo ‎ThinkPad E14 Gen 4 Laptop ,74000,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
717,717,Lenovo,Lenovo V15 82KBA02UIH Laptop ,36990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
718,718,Lenovo,Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop ,87500,66.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1080 x 1920 ,No,14,Windows 10,1 Year Warranty
719,719,Dell,Dell Alienware M15 R7 Gaming Laptop ,168990,83.0,12th,14,20,16,DDR5,Intel Core i7 12700H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
720,720,Lenovo,Lenovo Thinkpad P15v 21D8S00V00 Laptop ,185990,78.0,12th,14,20,32,DDR5,Intel Core i7 12800H,1024.0,4 GB Nvidia Quadro T1200, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
721,721,Asus,Asus Vivobook 16X M1603QA-MB512WS Laptop ,56990,67.0,5th,6,12,16,DDR4,AMD Ryzen 5 5600H,512.0,AMD Radeon Vega 7, 1200 x 1920 ,No,16,Windows 11,1 Year Warranty
722,722,Microsoft,Microsoft Surface Laptop 5 ‎RBY-00023 15 inch ,134990,,12th,10,12,8,,Intel  Core i7 1255U,256.0,Intel Iris Xe, 2496 x 1664 ,Yes,15,Windows 11,1 Year Warranty
723,723,Microsoft,Microsoft Surface Pro 9 ‎QCB-00014 Laptop ,102990,,12th,10,12,8,LPDDR5,Intel Core i5 1235U,128.0,Intel Iris Xe Graphics, 2880 x 1920 ,Yes,13,Windows 11,1 Year Warranty
724,724,Microsoft,Microsoft Surface Pro 9 Laptop ,250990,65.0,12th,10,12,32,LPDDR5,Intel Core i7 1255U,1024.0,Intel Iris Xe Graphics, 2880 x 1920 ,Yes,13,Windows 11,1 Year Warranty
725,725,Microsoft,Microsoft Surface Laptop 5 ‎RIP-00048 15 inch ,159990,62.0,12th,10,12,16,,Intel  Core i7 1255U,512.0,Intel Iris Xe, 2496 x 1664 ,Yes,15,Windows 11,1 Year Warranty
726,726,Microsoft,Microsoft Surface Laptop 5 ‎RBG-00048 13.5 inch ,171108,65.0,12th,10,12,16,,Intel  Core i7 1255U,512.0,Intel Iris Xe, 2256 x 1504 ,Yes,13.5,Windows 11,1 Year Warranty
727,727,Microsoft,Microsoft Surface Pro 9 ‎‎QIX-00031 Laptop ,192990,,12th,10,12,16,LPDDR5,Intel Core i7 1255U,512.0,Intel Iris Xe Graphics, 2880 x 1920 ,No,13,Windows 11,1 Year Warranty
728,728,Microsoft,Microsoft Surface Pro 9 ‎QIL-00031 Laptop ,162990,,12th,10,12,16,LPDDR5,Intel Core i7 1255U,256.0,Intel Iris Xe Graphics, 2880 x 1920 ,Yes,13,Windows 11,1 Year Warranty
729,729,Lenovo,Lenovo Legion 5 Pro 82RF00E1IN Gaming Laptop ,213900,,12th,14,20,32,DDR5,Intel Core i7 12700H,1024.0,8 GB NVIDIA GeForce RTX 3070Ti, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
730,730,Asus,Asus Vivobook 15 2022 X1502ZA-EJ514WS Laptop ,52900,61.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
731,731,Asus,Asus E410 Eeebook E410KA-BV003W Laptop ,24445,,,2,2,4,,,256.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
732,732,Asus,Asus Vivobook 15 2022 X1502ZA-EJ515WS Laptop ,54990,61.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
733,666,Dell,Dell Inspiron 3520 2022 Laptop ,69490,66.0,12th,10,12,8,DDR4,Intel Core i5 1235U,1024.0,Intel Integrated , 1920 x 1080 ,No,15.6,Windows 11,
734,734,Dell,Dell Inspiron 3520  D560868WIN9S Laptop ,81990,61.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,2 GB NVIDIA GeForce MX550, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
735,735,Lenovo,Lenovo V15 G2-ITL 82KBA034IH Laptop ,34990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
736,736,Dell,Dell Inspiron 5415 Laptop ,89976,61.0,5th,8,16,16,DDR4,AMD Ryzen 7  5700U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11 ,1 Year Warranty
737,737,Asus,Asus VivoBook 15 X1500EA-EJ522WS Laptop ,45999,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics , 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
738,738,Dell,Dell XPS 9315 Laptop ,160621,,12th,10,12,16,LPDDR5,Intel Core i7 1250U,1024.0,Iris Xe, 1920 x 1080 ,Yes,13.4,Windows 11,1 Year Warranty
739,739,Asus,Asus VivoBook 15 2022 X515JA-EJ592WS Laptop ,44990,,10th,4,8,8,DDR4,Intel Core i5 1035G1,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
740,740,Asus,Asus VivoBook 14 X415MA-BV102WS Laptop ,33980,,,4,,8,DDR4,,256.0,Intel Integrated UHD, 1366 x 768 ,No,14.1,Windows 11,1 Year Warranty
741,741,Dell,Dell Inspiron 3520 Laptop ,67990,60.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,2 GB NVIDIA MX550, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
742,742,Dell,Dell G15-5520 D560895WIN9S Laptop ,117728,79.0,12th,10,16,16,DDR5,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 3060, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
743,743,Asus,Asus VivoBook 15 X515JA-EJ392WS Laptop ,35490,,10th,2,4,8,DDR4,Intel Core i3 1005G1,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
744,744,Lenovo,Lenovo IdeaPad Slim 3 82RK007JIN Laptop ,43990,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,‎Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
745,745,Acer,Acer Chromebook 311 C733 Laptop ,18490,,,2,2,4,DDR4,,32.0,Intel HD, 1366 x 768 ,No,11.6,Chrome,
746,746,Dell,Dell Latitude 7420 Laptop ,117300,,11th,4,8,16,DDR4,Intel Core i7 1185G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 10,3 Year Warranty
747,747,Lenovo,Lenovo IdeaPad 3 82KU017KIN Laptop ,44774,,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
748,748,Lenovo,Lenovo V15 82C3002VGE Laptop ,25999,,,2,2,4,DDR4,,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
