,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
514,514,Asus,Asus ROG Strix SCAR 16 2023 G634JY-NM054WS Gaming Laptop ,339990,89.0,13th,24,32,32,DDR5,Intel Core i9 13980HX,1024.0,16 GB NVIDIA GeForce RTX 4090, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
515,515,MSI,MSI Modern 14 C12M-439IN Laptop ,48990,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
516,516,MSI,MSI Modern 14 C12M-440IN Laptop ,46990,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
517,517,MSI,MSI Prestige 13 Evo A13M-063IN Laptop,121990,72.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,1024.0,Intel Integrated Iris Xe, 1920 x 1200 ,No,13.3,Windows 11,2 Year Warranty
518,518,MSI,MSI Modern 15 B13M-290IN  Laptop ,68990,60.0,13th,10,12,8,DDR4,Intel Core i7 1355U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
519,519,MSI,MSI Thin GF63 12VE-079IN Gaming Laptop ,109380,75.0,12th,10,16,8,DDR4,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
520,520,Acer,Acer Extensa 15 EX215-33 2023 Laptop ,36990,,,8,8,8,LPDDR5,,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
521,521,HP,HP 247 G8 ‎796Z3PA Laptop ,26890,,3rd,2,4,8,DDR4,AMD Ryzen 3 3250U,512.0,AMD Radeon Graphics, 1366 x 768 ,No,14,DOS,1 Year Warranty
522,522,MSI,MSI Sword 15 A12UDX-468IN Gaming Laptop ,106104,74.0,12th,8,12,16,DDR5,Intel Core i5 12450H,1024.0,6 GB NVIDIA GeForce RTX RTX3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
523,523,Asus,Asus Vivobook Go 14 2023 E1404FA-NK322WS Laptop ,37990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
524,524,Acer,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop ,39990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon Graphiics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
525,525,LG,LG Gram ‎‎16T90Q-G.AH75A2 Laptop ,119000,72.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,512.0,Intel Iris Xe Graphics, 2560 x 1600 ,Yes,16,Windows 11,1 Year Warranty
526,526,Acer,Acer Extensa 15 EX215-33 Laptop ,33990,,,8,8,8,LPDDR5,,256.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
527,527,MSI,MSI Prestige 16 Evo A13M-266IN Laptop,129990,70.0,13th,14,20,16,LPDDR5,Intel Core i7 13700H,1024.0,Intel Integrated Iris Xe, 2560 x 1600 ,No,16,Windows 11,2 Year Warranty
528,528,MSI,MSI Prestige 14 Evo B13M-279IN Laptop,114989,67.0,13th,14,20,16,LPDDR5,Intel Core i7 13700H,1024.0,Intel Integrated Iris Xe, 1920 x 1200 ,No,14,Windows 11,2 Year Warranty
529,529,Acer,Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop ,79990,71.0,7th,6,12,8,DDR5,AMD Ryzen 5 7535HS,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
530,530,Acer,Acer Extensa 15 EX215-23 Laptop ,36990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
531,531,MSI,MSI Modern 14 C13M-436IN Laptop ,59990,,13th,10,12,16,DDR4,Intel Core i5 1335U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
532,532,MSI,MSI Modern 15 B13M-289IN Laptop ,61990,,13th,10,12,16,DDR4,Intel Core i5 1335U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
533,533,MSI,MSI Modern 14 C13M-435IN Laptop ,69990,61.0,13th,10,12,16,DDR4,Intel Core i7 1355U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
534,534,HP,HP 14s-dr5016TU Laptop ,61990,62.0,12th,12,16,8,DDR4,Intel Core i5 1240P,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
535,535,Asus,Asus ROG Strix SCAR 18 2023 G834JZ-N5041WS Gaming Laptop ,279990,81.0,13th,24,32,32,DDR5,Intel Core i9 13980HX,1024.0,12 GB NVIDIA GeForce RTX 4080, 1920 x 1200 ,No,18,Windows 11,1 Year Warranty
536,536,Asus,Asus ROG Strix SCAR 16 2023 G634JZ-N4062WS Gaming Laptop ,279990,83.0,13th,24,32,32,DDR5,Intel Core i9 13980HX,1024.0,12 GB NVIDIA GeForce RTX 4080, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
537,537,HP,HP Spectre x360 14-ef0075TU Laptop ,150490,73.0,12th,10,12,16,LPDDR4x,Intel Core i7 1255U,1024.0,Intel Iris Xe Graphics, 3000 x 2000 ,Yes,13.5,Windows 11,1 Year Warranty
538,538,MSI,MSI Stealth 17 A13VH-055IN Gaming Laptop ,481586,,13th,14,20,64,DDR5,Intel Core i9 13900H,2048.0,12 GB Nvidia GeForce RTX4080, 3840 x 2160 ,No,17.3,Windows 11,2 Year Warranty
539,539,MSI,MSI Modern 14 C13M-437IN Laptop ,56990,,13th,10,12,8,DDR4,Intel Core i5 1335U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
540,540,Asus,Asus Vivobook Flip 14 2023 TN3402YAB-LZ522WS Laptop ,68990,68.0,7th,6,12,8,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
541,541,MSI,MSI Sword 15 A12VE-402IN Gaming Laptop ,132773,74.0,12th,10,16,16,DDR5,Intel Core i7 12650H,1024.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
542,542,Asus,Asus Zenbook 14 2023 UM3402YA-KP551WS Laptop ,91990,70.0,7th,6,12,16,DDR5,AMD Ryzen 5 7530U,1024.0,AMD Radeon AMD, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
543,543,MSI,MSI Katana 15 B13VFK-296IN Gaming Laptop ,160813,76.0,13th,10,16,16,DDR5,Intel Core i7 13620H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
544,544,MSI,MSI Thin GF63 12VE-070IN Gaming Laptop ,94990,73.0,12th,10,16,16,DDR4,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
545,545,Acer,Acer Aspire 5 UN.K3JSI.004 Laptop ,57999,67.0,12th,10,12,12,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphic, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
546,546,Acer,Acer Nitro 5 AN515-47 NH.QL3SI.003 Gaming Laptop ,89990,67.0,7th,8,16,8,DDR5,AMD Ryzen 7 7735HS,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
547,547,Asus,Asus Vivobook 16 2023 M1605YA-MB541WS Laptop ,56990,64.0,7th,6,12,16,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
548,548,HP,HP Chromebook 15a-na0008TU Laptop ,23990,,,2,2,4,LPDDR4x,,128.0,Intel Integrated UHD Graphics, 1366 x 768 ,No,15.6,Chrome,1 Year Warranty
549,549,Asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop ,96990,70.0,7th,8,16,16,LPDDR4X,AMD Ryzen 7 7730U,512.0,AMD Radeon AMD, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
550,550,MSI,MSI Modern 14 C13M-438IN Laptop ,45990,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
551,551,MSI,MSI Modern 15 B13M-288IN Laptop ,71990,60.0,13th,10,12,16,DDR4,Intel Core i7 1355U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
552,552,MSI,MSI Prestige 16 Studio A13VE-031IN Laptop ,175990,74.0,13th,14,20,16,LPDDR5,Intel Core i7 13700H,1024.0,6 GB NVIDIA GeForce RTX 4050, 2560 x 1600 ,No,16,Windows 11,2 Year Warranty
553,553,MSI,MSI Modern 15 B13M-291IN Laptop ,58990,,13th,10,12,8,DDR4,Intel Core i5 1335U,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
554,554,Lenovo,Lenovo Thinkpad E15 21E6S05E00 Laptop ,45390,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
555,555,Asus,Asus Zenbook 14 2023 UM3402YA-KP541WS Laptop ,86990,68.0,7th,6,12,16,DDR5,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
556,556,Asus,Asus Zenbook 14 2023 UM3402YA-KP751WS Laptop ,101990,71.0,7th,8,16,16,DDR5,AMD Ryzen 7 7730U,1024.0,AMD Radeon AMD, 2560 x 1600 ,No,14,Windows 11,1 Year Warranty
557,557,Asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop ,53990,60.0,7th,4,8,16,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
558,558,Asus,Asus Vivobook 15 OLED 2023 M1505YA-LK741WS Laptop ,73990,68.0,7th,8,16,16,DDR4,AMD Ryzen 7 7730U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
559,559,Asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop ,65990,65.0,7th,6,12,16,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
560,560,Asus,Asus Vivobook Go 15 2023 E1504FA-NJ522WS Laptop ,47990,,7th,4,8,8,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
561,561,MSI,MSI Modern 14 C12M-446IN Laptop ,42990,,12th,6,8,8,DDR4,Intel Core i3 1215U,256.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
562,562,HP,HP Pavilion Aero 13-be2057AU Laptop ,67990,66.0,7th,6,12,16,LPDDR5,AMD Ryzen 5 7535U,512.0,AMD Radeon AMD, 1920 x 1200 ,No,13.3,Windows 11,1 Year Warranty
563,563,HP,HP Pavilion Aero 13-be2047AU Laptop ,78490,69.0,7th,8,16,16,LPDDR5,AMD Ryzen 7 7735U,1024.0,AMD Radeon AMD, 1920 x 1200 ,No,13.3,Windows 11,1 Year Warranty
564,564,MSI,MSI Thin GF63 12VE-080IN Gaming Laptop ,96762,71.0,12th,10,16,8,DDR4,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
565,565,Lenovo,Lenovo Yoga Slim 7 ProX 82TK00AFIN Laptop ,159990,81.0,12th,14,20,16,LPDDR5,Intel Core i7 12700H,1024.0,4 GB NVIDIA GeForce RTX 3050, 3072 x 1920 ,Yes,14.5,Windows 11,3 Year Warranty
566,566,Lenovo,Lenovo ThinkPad E14 21E3S0AV00 Laptop ,48100,62.0,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0, Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
567,567,Asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM751WS Laptop ,101990,71.0,7th,8,16,16,LPDDR4X,AMD Ryzen 7 7730U,1024.0,AMD Radeon AMD, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
568,568,Asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop ,53990,,7th,4,8,8,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
569,569,Asus,Asus Vivobook Flip 14 2023 TN3402YAB-LZ541WS Laptop ,74990,67.0,7th,6,12,16,DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
570,570,Asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM541WS Laptop ,74990,67.0,7th,6,12,16,LPDDR4X,AMD Ryzen 5 7530U,512.0,AMD Radeon AMD, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
571,571,Asus,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop ,70990,65.0,7th,8,16,16,DDR4,AMD Ryzen 7 7730U,512.0,AMD Radeon AMD, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
572,572,Asus,Asus Vivobook 16 2023 M1605YA-MB531WS Laptop ,56990,62.0,7th,6,12,8,DDR4,AMD Ryzen 5 7530U,1024.0,AMD Radeon AMD, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
573,573,Asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK322WS Laptop ,42990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
574,574,HP,HP Victus 15-Fa0117TX Laptop ,69490,72.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
575,575,Lenovo,Lenovo ThinkPad E14 G3 20Y7S08700 Laptop ,52799,,5th,6,12,8,,AMD Ryzen 5 5500U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,DOS,1 Year Warranty
576,576,Samsung,Samsung Galaxy Book 2 Pro 360 13 NP930QED-KB4IN Laptop ,123490,68.0,12th,12,16,16,LPDDR5,Intel Core i5 1240P,512.0,Intel Iris Xe Graphics, 1080 x 1920 ,Yes,13.3,Windows 11,1 Year Warranty
577,474,Acer,Acer Nitro 5 AN515-58 2023 Gaming Laptop ,108000,77.0,12th,14,20,16,DDR4,Intel Core i7 12700H,1024.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,
578,578,Lenovo,Lenovo IdeaPad Flex 5 Gen 7 82R9006DIN Laptop ,92290,66.0,5th,6,12,16,LPDDR4X,AMD Ryzen 5 5500U,512.0,AMD Radeon AMD, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
579,579,Samsung,Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop ,74990,,13th,10,12,16,LPDDR4x,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
580,580,Tecno,Tecno Megabook T1 Laptop ,45990,,11th,4,8,8,DDR4,Intel Core i5 1155G7,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
581,581,HP,HP 245 G8 689T5PA Laptop ,42990,60.0,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon AMD, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
582,582,Acer,Acer Swift Go 14 NX.KG3SI.002 Laptop ,59990,,7th,6,12,8,,AMD Ryzen 5  7530U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
583,583,Lenovo,Lenovo Thinkbook 15 21DJA0D8IH Laptop ,91990,66.0,12th,10,12,16,DDR4,Intel Core i7 1255U,1024.0,Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
584,584,MSI,MSI Raider GE78HX 13VI-087IN Gaming Laptop ,489990,,13th,24,32,64,DDR5,Intel Core i9 13980HX,2048.0,16 GB NVIDIA GeForce RTX 4090, 2560 x 1600 ,No,17,Windows 11,2 Year Warranty
585,585,Lenovo,Lenovo IdeaPad 3 14IAU7 82RJ0050IN Laptop ,43990,62.0,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
586,586,HP,HP Pavilion 15-eh2047AU Laptop ,60990,60.0,5th,6,12,16,DDR4,AMD Ryzen 5  5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
587,587,HP,HP 14s-ef1002TU Laptop ,48490,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
588,588,MSI,MSI Stealth 15 A13VE-034IN Gaming Laptop ,144990,75.0,13th,10,16,16,DDR5,Intel Core i7 13620H,1024.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
589,589,MSI,MSI Cyborg 15 A12VF-070IN Gaming Laptop ,118938,67.0,12th,10,16,16,DDR5,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
590,590,MSI,MSI Raider GE78HX 13VH-089IN Gaming Laptop ,404758,,13th,16,24,32,DDR5,Intel Core i7 13700HX,2048.0,12 GB NVIDIA GeForce RTX 4080, 2560 x 1600 ,No,17,Windows 11,2 Year Warranty
591,591,Asus,Asus Vivobook 15 X1502ZA-EJ332WS Laptop ,41990,,12th,10,12,8,DDR4,Intel Core i3 1220P,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
592,592,Asus,Asus Vivobook 15 X1502ZA-EJ592WS Laptop ,58900,,12th,12,16,16,DDR4,Intel Core i5 1240P,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
593,593,HP,HP ZBook Firefly 15 G8 381M7PA Laptop ,125910,,11th,4,8,16,,Intel Core i7 1165G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 10,3 Year Warranty
594,594,HP,HP Envy x360 13-bf0018TU Laptop ,90990,62.0,12th,10,12,16,LPDDR4X,Intel Core i5 1230U,512.0,Intel Iris Xe, 1920 x 1200 ,Yes,13.3,Windows 11,1 Year Warranty
595,595,HP,HP Omen 17-ck2004TX Gaming Laptop ,269990,86.0,13th,24,32,32,DDR5,Intel Core i9 13900HX,1024.0,12 GB NVIDIA GeForce 4080, 2560 x 1440 ,No,17.3,Windows 11 ,1 Year Warranty
596,596,HP,HP Envy x360 15-ew0021TX Laptop ,104999,71.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris X Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
597,597,Razer,Razer Blade 15 Advanced RZ09-0421NEC3-R3U1 Gaming Laptop ,358999,78.0,12th,14,20,16,DDR5,Intel Core i7 12800H,1024.0,8 GB NVIDIA GeForce RTX 3070 Ti,,No,15.6,Windows 11,1 Year Warranty
598,598,Lenovo,Lenovo Yoga Slim 7i Carbon 13IAP7 82U90080IN Laptop ,129990,73.0,12th,12,16,16,LPDDR5,Intel Core i7 1260P,1024.0,Intel Integrated Iris Xe, 2560 x 1600 ,Yes,13.3,Windows 11,3 Year Warranty
599,599,MSI,MSI Thin GF63 12VE-071IN Gaming Laptop ,93470,73.0,12th,10,16,16,DDR4,Intel Core i7 12650H,512.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
600,600,MSI,MSI Katana 17 B13UDXK-255IN Gaming Laptop ,110990,70.0,13th,10,16,16,DDR5,Intel Core i7 13620H,512.0,6 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,17.3,Windows 11,2 Year Warranty
601,601,Asus,Asus ROG Zephyrus G15 GA503RMZ-HQ154WS Gaming Laptop ,145990,78.0,6th,8,16,16,DDR5,AMD Ryzen 7 6800HS,1024.0,6 GB NVIDIA GeForce RTX 3060, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
602,602,MSI,MSI Vector GP77 13VG-055IN Gaming Laptop ,273482,86.0,13th,14,20,32,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4070, 2560 x 1440 ,No,17.3,Windows 11,2 Year Warranty
603,603,MSI,MSI Katana 17 B13VFK-253IN Gaming Laptop ,139990,75.0,13th,10,16,16,DDR5,Intel Core i7 13620H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,17.3,Windows 11,2 Year Warranty
604,604,MSI,MSI Raider GE78HX 13VH-088IN Gaming Laptop ,359990,,13th,24,,32,DDR5,Intel Core i9 13950HX,2048.0,12 GB NVIDIA GeForce RTX 4080, 2560 x 1600 ,No,17,Windows 11,2 Year Warranty
605,605,MSI,MSI Creator Z16P B12UMST-211IN Gaming Laptop ,485990,,12th,14,20,64,DDR5,Intel Core i9 12900H,2048.0,16 GB NVIDIA GeForce RTX A5500, 2560 x 1600 ,Yes,16,Windows 11,2 Year Warranty
606,606,Infinix,Infinix INBook Y1 Plus XL28 Laptop ,29990,,10th,2,4,8,LPDDR4X,Intel Core i3 1005G1,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
607,607,HP,HP Pavilion 14s-dq5007tu Laptop ,61380,62.0,12th,12,16,8,DDR4,Intel Core i5 1240P,512.0,Intel Integrated Iris Xe, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
608,608,HP,HP Victus 15-fb0107AX Gaming Laptop ,77990,73.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
609,609,HP,HP 255 G8 Laptop ,25499,,3rd,2,2,8,DDR4,AMD Athlon  3050U,256.0,‎AMD Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
610,610,Lenovo,Lenovo Legion 5 Pro 82JQ011EIN Laptop ,149999,81.0,5th,8,16,32,DDR4,AMD Ryzen 7 5800H,1024.0,8 GB NVIDIA GeForce RTX 3070, 2560 x 1600 ,No,16,Windows 11,3 Year Warranty
611,611,HP,HP Victus 15-fb0888AX Gaming Laptop ,59490,68.0,5th,6,12,8,DDR4,AMD Ryzen 5 5600H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,Yes,15.6,Windows 11,1 Year Warranty
612,612,Lenovo,Lenovo S14 G3 IAP Laptop ,56999,,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
613,577,Lenovo,Lenovo IdeaPad Gaming 3 82K201UGIN Laptop ,56990,68.0,5th,6,12,8,DDR4,AMD Ryzen 5 Hexa Core 5600H,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,15.6,Windows 11,
614,614,Dell,Dell Inspiron 3511 D560908WIN9SE Laptop ,40990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,256.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
615,615,Lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop ,50990,64.0,5th,6,12,16,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
616,616,Lenovo,Lenovo IdeaPad Slim 1 82VG009MIN Laptop ,40990,,,4,8,8,LPDDR5,,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
617,617,Acer,Acer Swift Edge OLED SFA16-41 NX.KAASI.001 Laptop ,138999,68.0,6th,8,16,16,LPDDR5,AMD Ryzen 7 Octa Core 6800U,1024.0,AMD Radeon AMD, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
618,618,HP,HP 15s-du3595TU Laptop ,39990,,11th,4,8,8,DDR4,Intel Core i3 1125G4,256.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
619,619,Acer,Acer Swift X SFX16-51G NX.AYKSI.001 Laptop ,94990,61.0,11th,4,8,16,LPDDR4X,Intel Core i5 11320H,512.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
620,620,Acer,Acer Swift X SFX16-51G NX.AYLSI.001 Laptop ,114990,65.0,11th,4,8,16,LPDDR4X,Intel Core i7 11390H,1024.0,4 GB NVIDIA GeForce RTX 3050Ti, 1920 x 1080 ,No,16.1,Windows 11,1 Year Warranty
621,621,Acer,Acer Aspire 3 A315-24 Laptop ,42990,,7th,4,8,8,LPDDR5,AMD Ryzen 5 7520U,512.0,AMD Radeon Graphiics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
622,622,Samsung,Samsung Galaxy Book 3 Pro NP960XFG-KC1IN Laptop ,149990,72.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0,‎Intel Iris Xe Graphics, 2880 x 1800 ,No,16,Windows 11,1 Year Warranty
623,623,Samsung,Samsung Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop ,139990,71.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0,‎Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
624,624,Samsung,Samsung Galaxy Book 3 Pro 14 NP940XFG-KC1IN Laptop ,131990,70.0,13th,12,16,16,LPDDR5,Intel Core i5 1340P,512.0,‎Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
625,625,Samsung,Samsung Galaxy Book 3 Pro 14 NP940XFG-KC5IN Laptop ,155990,73.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,1024.0,‎Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
626,626,Samsung,Samsung Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop ,155990,74.0,13th,12,16,16,LPDDR5,Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,Yes,16,Windows 11,1 Year Warranty
627,627,Samsung,Samsung Galaxy Book 3 Pro NP960XFG-KC2IN Laptop ,165990,73.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,1024.0,‎Intel Iris Xe Graphics, 2880 x 1800 ,No,16,Windows 11,1 Year Warranty
